name	l:label	uid	type	obtainable	command	label	entity:string_array
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Token,CommonSense>With		token			with	CommonSense>With
	Token,~NoTag		token			string	~NoTag
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1384	option_group				
white rice	Option,white rice	N1386	option				
brown rice	Option,brown rice	N1385	option				
93.  beef with broccoli	Item,Obtainable,93.  beef with broccoli	N1138	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	93.  beef with broccoli	
	Hypergraph		hypergraph		CommandNet>NewInstruction	93.  beef with broccoli	
	Token,~NoTag		token			93	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Broccoli		token			broccoli	DBPedia>Broccoli
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1387	option_group				
white rice	Option,white rice	N1389	option				
brown rice	Option,brown rice	N1388	option				
94.  hunan beef	Item,Obtainable,94.  hunan beef	N1139	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	94.  hunan beef	
	Hypergraph		hypergraph		CommandNet>NewInstruction	94.  hunan beef	
	Token,~NoTag		token			94	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			hunan	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
choice of rice	OptionGroup	N1390	option_group				
white rice	Option,white rice	N1392	option				
brown rice	Option,brown rice	N1391	option				
95.  pepper steak with onion	Item,Obtainable,95.  pepper steak with onion	N1140	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	95.  pepper steak with onion	
	Hypergraph		hypergraph		CommandNet>NewInstruction	95.  pepper steak with onion	
	Token,~NoTag		token			95	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			pepper	~NoTag
	Token,DBPedia>Steak		token			steak	DBPedia>Steak
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Onion		token			onion	DBPedia>Onion
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1393	option_group				
white rice	Option,white rice	N1395	option				
brown rice	Option,brown rice	N1394	option				
96.  szechuan beef	Item,Obtainable,96.  szechuan beef	N1141	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	96.  szechuan beef	
	Hypergraph		hypergraph		CommandNet>NewInstruction	96.  szechuan beef	
	Token,~NoTag		token			96	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			szechuan	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
choice of rice	OptionGroup	N1396	option_group				
white rice	Option,white rice	N1398	option				
brown rice	Option,brown rice	N1397	option				
97.  beef with snow peas	Item,Obtainable,97.  beef with snow peas	N1142	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	97.  beef with snow peas	
	Hypergraph		hypergraph		CommandNet>NewInstruction	97.  beef with snow peas	
	Token,~NoTag		token			97	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Snow_cream		token			snow	DBPedia>Snow_cream
	Token,DBPedia>Pea		token			pea	DBPedia>Pea
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1399	option_group				
white rice	Option,white rice	N1401	option				
brown rice	Option,brown rice	N1400	option				
98.  kung pao beef	Item,Obtainable,98.  kung pao beef	N1143	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	98.  kung pao beef	
	Hypergraph		hypergraph		CommandNet>NewInstruction	98.  kung pao beef	
	Token,~NoTag		token			98	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			kung	~NoTag
	Token,~NoTag		token			pao	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
choice of rice	OptionGroup	N1402	option_group				
white rice	Option,white rice	N1404	option				
brown rice	Option,brown rice	N1403	option				
99.  beef with garlic sauce	Item,Obtainable,99.  beef with garlic sauce	N1144	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	99.  beef with garlic sauce	
	Hypergraph		hypergraph		CommandNet>NewInstruction	99.  beef with garlic sauce	
	Token,~NoTag		token			99	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Garlic		token			garlic	DBPedia>Garlic
	Token,DBPedia>Sauce		token			sauce	DBPedia>Sauce
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1405	option_group				
white rice	Option,white rice	N1407	option				
brown rice	Option,brown rice	N1406	option				
100.  mongolian beef	Item,Obtainable,100.  mongolian beef	N1145	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	100.  mongolian beef	
	Hypergraph		hypergraph		CommandNet>NewInstruction	100.  mongolian beef	
	Token,~NoTag		token			100	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			mongolian	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
choice of rice	OptionGroup	N1408	option_group				
white rice	Option,white rice	N1410	option				
brown rice	Option,brown rice	N1409	option				
101.  curry beef	Item,Obtainable,101.  curry beef	N1146	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	101.  curry beef	
	Hypergraph		hypergraph		CommandNet>NewInstruction	101.  curry beef	
	Token,~NoTag		token			101	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Curry		token			curry	DBPedia>Curry
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1411	option_group				
white rice	Option,white rice	N1413	option				
brown rice	Option,brown rice	N1412	option				
102.  sha chan beef	Item,Obtainable,102.  sha chan beef	N1147	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	102.  sha chan beef	
	Hypergraph		hypergraph		CommandNet>NewInstruction	102.  sha chan beef	
	Token,~NoTag		token			102	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			sha	~NoTag
	Token,~NoTag		token			chan	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
choice of rice	OptionGroup	N1414	option_group				
white rice	Option,white rice	N1416	option				
brown rice	Option,brown rice	N1415	option				
103.  beef with oyster sauce	Item,Obtainable,103.  beef with oyster sauce	N1148	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	103.  beef with oyster sauce	
	Hypergraph		hypergraph		CommandNet>NewInstruction	103.  beef with oyster sauce	
	Token,~NoTag		token			103	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Oyster		token			oyster	DBPedia>Oyster
	Token,DBPedia>Sauce		token			sauce	DBPedia>Sauce
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1417	option_group				
white rice	Option,white rice	N1419	option				
brown rice	Option,brown rice	N1418	option				
103a. basil beef	Item,Obtainable,103a. basil beef	N1591	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	103a. basil beef	
	Hypergraph		hypergraph		CommandNet>NewInstruction	103a. basil beef	
	Token,~NoTag		token			103	~NoTag
	Token,DBPedia>1_(number)		token			a	DBPedia>1_(number)
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Basil		token			basil	DBPedia>Basil
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
chicken	Group	N1123	group				
104.  chicken with string bean	Item,Obtainable,104.  chicken with string bean	N1149	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	104.  chicken with string bean	
	Hypergraph		hypergraph		CommandNet>NewInstruction	104.  chicken with string bean	
	Token,~NoTag		token			104	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,~NoTag		token			string	~NoTag
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1420	option_group				
white rice	Option,white rice	N1422	option				
brown rice	Option,brown rice	N1421	option				
105.  moo goo gai pan	Item,Obtainable,105.  moo goo gai pan	N1150	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	105.  moo goo gai pan	
	Hypergraph		hypergraph		CommandNet>NewInstruction	105.  moo goo gai pan	
	Token,~NoTag		token			105	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			moo	~NoTag
	Token,DBPedia>GOOS		token			goo	DBPedia>GOOS
	Token,~NoTag		token			gai	~NoTag
	Token,~NoTag		token			pan	~NoTag
choice of rice	OptionGroup	N1423	option_group				
white rice	Option,white rice	N1425	option				
brown rice	Option,brown rice	N1424	option				
106.  hunan chicken	Item,Obtainable,106.  hunan chicken	N1151	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	106.  hunan chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	106.  hunan chicken	
	Token,~NoTag		token			106	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			hunan	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
choice of rice	OptionGroup	N1426	option_group				
white rice	Option,white rice	N1428	option				
brown rice	Option,brown rice	N1427	option				
107.  chicken with cashew nut	Item,Obtainable,107.  chicken with cashew nut	N1152	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	107.  chicken with cashew nut	
	Hypergraph		hypergraph		CommandNet>NewInstruction	107.  chicken with cashew nut	
	Token,~NoTag		token			107	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Cashew		token			cashew	DBPedia>Cashew
	Token,~NoTag		token			nut	~NoTag
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1429	option_group				
white rice	Option,white rice	N1431	option				
brown rice	Option,brown rice	N1430	option				
108.  chicken with snow peas	Item,Obtainable,108.  chicken with snow peas	N1153	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	108.  chicken with snow peas	
	Hypergraph		hypergraph		CommandNet>NewInstruction	108.  chicken with snow peas	
	Token,~NoTag		token			108	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Snow_cream		token			snow	DBPedia>Snow_cream
	Token,DBPedia>Pea		token			pea	DBPedia>Pea
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1432	option_group				
white rice	Option,white rice	N1434	option				
brown rice	Option,brown rice	N1433	option				
109.  chicken with garlic sauce	Item,Obtainable,109.  chicken with garlic sauce	N1154	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	109.  chicken with garlic sauce	
	Hypergraph		hypergraph		CommandNet>NewInstruction	109.  chicken with garlic sauce	
	Token,~NoTag		token			109	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Garlic		token			garlic	DBPedia>Garlic
	Token,DBPedia>Sauce		token			sauce	DBPedia>Sauce
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1435	option_group				
white rice	Option,white rice	N1437	option				
brown rice	Option,brown rice	N1436	option				
110.  chicken with black bean sauce	Item,Obtainable,110.  chicken with black bean sauce	N1155	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	110.  chicken with black bean sauce	
	Hypergraph		hypergraph		CommandNet>NewInstruction	110.  chicken with black bean sauce	
	Token,~NoTag		token			110	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Black		token			black	DBPedia>Black
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Token,DBPedia>Sauce		token			sauce	DBPedia>Sauce
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1438	option_group				
white rice	Option,white rice	N1440	option				
brown rice	Option,brown rice	N1439	option				
111.  curry chicken	Item,Obtainable,111.  curry chicken	N1156	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	111.  curry chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	111.  curry chicken	
	Token,~NoTag		token			111	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Curry		token			curry	DBPedia>Curry
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1441	option_group				
white rice	Option,white rice	N1443	option				
brown rice	Option,brown rice	N1442	option				
112.  szechuan chicken	Item,Obtainable,112.  szechuan chicken	N1157	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	112.  szechuan chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	112.  szechuan chicken	
	Token,~NoTag		token			112	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			szechuan	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
choice of rice	OptionGroup	N1444	option_group				
white rice	Option,white rice	N1446	option				
brown rice	Option,brown rice	N1445	option				
113.  chicken with broccoli	Item,Obtainable,113.  chicken with broccoli	N1158	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	113.  chicken with broccoli	
	Hypergraph		hypergraph		CommandNet>NewInstruction	113.  chicken with broccoli	
	Token,~NoTag		token			113	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Broccoli		token			broccoli	DBPedia>Broccoli
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1447	option_group				
white rice	Option,white rice	N1449	option				
brown rice	Option,brown rice	N1448	option				
114.  kung pao chicken	Item,Obtainable,114.  kung pao chicken	N1159	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	114.  kung pao chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	114.  kung pao chicken	
	Token,~NoTag		token			114	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			kung	~NoTag
	Token,~NoTag		token			pao	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
choice of rice	OptionGroup	N1450	option_group				
white rice	Option,white rice	N1452	option				
brown rice	Option,brown rice	N1451	option				
115.  chicken with mixed  vegetables	Item,Obtainable,115.  chicken with mixed  vegetables	N1160	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	115.  chicken with mixed  vegetables	
	Hypergraph		hypergraph		CommandNet>NewInstruction	115.  chicken with mixed  vegetables	
	Token,~NoTag		token			115	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,~NoTag		token			mixed	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1453	option_group				
white rice	Option,white rice	N1455	option				
brown rice	Option,brown rice	N1454	option				
116.  sha cha chicken	Item,Obtainable,116.  sha cha chicken	N1161	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	116.  sha cha chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	116.  sha cha chicken	
	Token,~NoTag		token			116	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			sha	~NoTag
	Token,~NoTag		token			cha	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
choice of rice	OptionGroup	N1456	option_group				
white rice	Option,white rice	N1458	option				
brown rice	Option,brown rice	N1457	option				
117.  chicken with almond	Item,Obtainable,117.  chicken with almond	N1162	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	117.  chicken with almond	
	Hypergraph		hypergraph		CommandNet>NewInstruction	117.  chicken with almond	
	Token,~NoTag		token			117	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Almond		token			almond	DBPedia>Almond
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1459	option_group				
white rice	Option,white rice	N1461	option				
brown rice	Option,brown rice	N1460	option				
118. pineapple chicken	Item,Obtainable,118. pineapple chicken	N1163	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	118. pineapple chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	118. pineapple chicken	
	Token,~NoTag		token			118	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Pineapple		token			pineapple	DBPedia>Pineapple
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
119. chili chicken	Item,Obtainable,119. chili chicken	N1164	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	119. chili chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	119. chili chicken	
	Token,~NoTag		token			119	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chili_con_carne		token			chili	DBPedia>Chili_con_carne
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
119a. basil chicken	Item,Obtainable,119a. basil chicken	N1592	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	119a. basil chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	119a. basil chicken	
	Token,~NoTag		token			119	~NoTag
	Token,DBPedia>1_(number)		token			a	DBPedia>1_(number)
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Basil		token			basil	DBPedia>Basil
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
pork	Group	N934	group				
120.  pork with string beans	Item,Obtainable,120.  pork with string beans	N1064	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	120.  pork with string beans	
	Hypergraph		hypergraph		CommandNet>NewInstruction	120.  pork with string beans	
	Token,~NoTag		token			120	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Pork		token			pork	DBPedia>Pork
	Token,CommonSense>With		token			with	CommonSense>With
	Token,~NoTag		token			string	~NoTag
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1462	option_group				
white rice	Option,white rice	N1464	option				
brown rice	Option,brown rice	N1463	option				
121.  shredded pork with garlic sauce	Item,Obtainable,121.  shredded pork with garlic sauce	N1065	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	121.  shredded pork with garlic sauce	
	Hypergraph		hypergraph		CommandNet>NewInstruction	121.  shredded pork with garlic sauce	
	Token,~NoTag		token			121	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			shredded	~NoTag
	Token,DBPedia>Pork		token			pork	DBPedia>Pork
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Garlic		token			garlic	DBPedia>Garlic
	Token,DBPedia>Sauce		token			sauce	DBPedia>Sauce
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1465	option_group				
white rice	Option,white rice	N1467	option				
brown rice	Option,brown rice	N1466	option				
122.  double cooked pork	Item,Obtainable,122.  double cooked pork	N1066	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	122.  double cooked pork	
	Hypergraph		hypergraph		CommandNet>NewInstruction	122.  double cooked pork	
	Token,~NoTag		token			122	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			double	~NoTag
	Token,~NoTag		token			cooked	~NoTag
	Token,DBPedia>Pork		token			pork	DBPedia>Pork
choice of rice	OptionGroup	N1468	option_group				
white rice	Option,white rice	N1470	option				
brown rice	Option,brown rice	N1469	option				
123.  pork with spring onion	Item,Obtainable,123.  pork with spring onion	N1067	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	123.  pork with spring onion	
	Hypergraph		hypergraph		CommandNet>NewInstruction	123.  pork with spring onion	
	Token,~NoTag		token			123	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Pork		token			pork	DBPedia>Pork
	Token,CommonSense>With		token			with	CommonSense>With
	Token,~NoTag		token			spring	~NoTag
	Token,DBPedia>Onion		token			onion	DBPedia>Onion
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1471	option_group				
white rice	Option,white rice	N1473	option				
brown rice	Option,brown rice	N1472	option				
124.  roast pork with snow peas	Item,Obtainable,124.  roast pork with snow peas	N1068	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	124.  roast pork with snow peas	
	Hypergraph		hypergraph		CommandNet>NewInstruction	124.  roast pork with snow peas	
	Token,~NoTag		token			124	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			roast	~NoTag
	Token,DBPedia>Pork		token			pork	DBPedia>Pork
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Snow_cream		token			snow	DBPedia>Snow_cream
	Token,DBPedia>Pea		token			pea	DBPedia>Pea
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1474	option_group				
white rice	Option,white rice	N1476	option				
brown rice	Option,brown rice	N1475	option				
125.  roast pork with mixed vegetable	Item,Obtainable,125.  roast pork with mixed vegetable	N1069	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	125.  roast pork with mixed vegetable	
	Hypergraph		hypergraph		CommandNet>NewInstruction	125.  roast pork with mixed vegetable	
	Token,~NoTag		token			125	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			roast	~NoTag
	Token,DBPedia>Pork		token			pork	DBPedia>Pork
	Token,CommonSense>With		token			with	CommonSense>With
	Token,~NoTag		token			mixed	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1477	option_group				
white rice	Option,white rice	N1479	option				
brown rice	Option,brown rice	N1478	option				
126.  roast pork with broccoli	Item,Obtainable,126.  roast pork with broccoli	N1070	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	126.  roast pork with broccoli	
	Hypergraph		hypergraph		CommandNet>NewInstruction	126.  roast pork with broccoli	
	Token,~NoTag		token			126	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			roast	~NoTag
	Token,DBPedia>Pork		token			pork	DBPedia>Pork
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Broccoli		token			broccoli	DBPedia>Broccoli
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1480	option_group				
white rice	Option,white rice	N1482	option				
brown rice	Option,brown rice	N1481	option				
vegetables	Group	N935	group				
127.  broccoli with garlic sauce	Item,Obtainable,127.  broccoli with garlic sauce	N1071	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	127.  broccoli with garlic sauce	
	Hypergraph		hypergraph		CommandNet>NewInstruction	127.  broccoli with garlic sauce	
	Token,~NoTag		token			127	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Broccoli		token			broccoli	DBPedia>Broccoli
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Garlic		token			garlic	DBPedia>Garlic
	Token,DBPedia>Sauce		token			sauce	DBPedia>Sauce
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1483	option_group				
white rice	Option,white rice	N1485	option				
brown rice	Option,brown rice	N1484	option				
128.  vegetable saute	Item,Obtainable,128.  vegetable saute	N1072	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	128.  vegetable saute	
	Hypergraph		hypergraph		CommandNet>NewInstruction	128.  vegetable saute	
	Token,~NoTag		token			128	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Token,~NoTag		token			saute	~NoTag
choice of rice	OptionGroup	N1486	option_group				
white rice	Option,white rice	N1488	option				
brown rice	Option,brown rice	N1487	option				
129.  bean curd home style	Item,Obtainable,129.  bean curd home style	N1073	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	129.  bean curd home style	
	Hypergraph		hypergraph		CommandNet>NewInstruction	129.  bean curd home style	
	Token,~NoTag		token			129	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Token,DBPedia>Curd		token			curd	DBPedia>Curd
	Token,~NoTag		token			home	~NoTag
	Token,~NoTag		token			style	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1489	option_group				
white rice	Option,white rice	N1491	option				
brown rice	Option,brown rice	N1490	option				
130.  eggplant with garlic sauce	Item,Obtainable,130.  eggplant with garlic sauce	N1074	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	130.  eggplant with garlic sauce	
	Hypergraph		hypergraph		CommandNet>NewInstruction	130.  eggplant with garlic sauce	
	Token,~NoTag		token			130	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Eggplant		token			eggplant	DBPedia>Eggplant
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Garlic		token			garlic	DBPedia>Garlic
	Token,DBPedia>Sauce		token			sauce	DBPedia>Sauce
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1492	option_group				
white rice	Option,white rice	N1494	option				
brown rice	Option,brown rice	N1493	option				
131.  bean curd with vegetable	Item,Obtainable,131.  bean curd with vegetable	N1075	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	131.  bean curd with vegetable	
	Hypergraph		hypergraph		CommandNet>NewInstruction	131.  bean curd with vegetable	
	Token,~NoTag		token			131	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Token,DBPedia>Curd		token			curd	DBPedia>Curd
	Token,CommonSense>With		token			with	CommonSense>With
